,Unnamed: 0,country,job_category,year,number_worker,most_popular_job_cat,worker_percentage
8955,8955,BGR,Construction,2000,23412,Non_market_services,1.75
8956,8956,BGR,Mining_and_quarrying,2000,23114,Non_market_services,1.72
8957,8957,BGR,Market_services,2000,411738,Non_market_services,30.72
8958,8958,BGR,Non_market_services,2000,416458,Non_market_services,31.07
8959,8959,BGR,Non_classified,2000,6148,Non_market_services,0.46
9007,9007,BHS,Total,2019,101704,Market_services,100
9008,9008,BHS,Agriculture,2019,147,Market_services,0.14
9009,9009,BHS,Manufacturing,2019,2152,Market_services,2.12
9010,9010,BHS,Construction,2019,443,Market_services,0.44
9011,9011,BHS,Mining_and_quarrying,2019,1442,Market_services,1.42
9012,9012,BHS,Market_services,2019,55232,Market_services,54.31
9013,9013,BHS,Non_market_services,2019,41959,Market_services,41.26
9014,9014,BHS,Non_classified,2019,329,Market_services,0.32
9062,9062,BIH,Total,2023,545416,Market_services,100
9063,9063,BIH,Agriculture,2023,124350,Market_services,22.80
9064,9064,BIH,Manufacturing,2023,71783,Market_services,13.16
9065,9065,BIH,Construction,2023,4271,Market_services,0.78
9066,9066,BIH,Mining_and_quarrying,2023,9672,Market_services,1.77
9067,9067,BIH,Market_services,2023,181882,Market_services,33.35
9068,9068,BIH,Non_market_services,2023,153457,Market_services,28.14
9110,9110,BIH,Total,2022,516956,Market_services,100
9111,9111,BIH,Agriculture,2022,114262,Market_services,22.10
9112,9112,BIH,Manufacturing,2022,71903,Market_services,13.91
9113,9113,BIH,Construction,2022,4784,Market_services,0.93
9114,9114,BIH,Mining_and_quarrying,2022,9575,Market_services,1.85
9115,9115,BIH,Market_services,2022,172077,Market_services,33.29
9116,9116,BIH,Non_market_services,2022,144356,Market_services,27.92
9159,9159,BIH,Total,2021,497449,Market_services,100
9160,9160,BIH,Agriculture,2021,112491,Market_services,22.61
9161,9161,BIH,Manufacturing,2021,71827,Market_services,14.44
9162,9162,BIH,Construction,2021,3888,Market_services,0.78
9163,9163,BIH,Mining_and_quarrying,2021,8331,Market_services,1.67
9164,9164,BIH,Market_services,2021,152369,Market_services,30.63
9165,9165,BIH,Non_market_services,2021,148543,Market_services,29.86
9207,9207,BIH,Total,2020,449765,Non_market_services,100
9208,9208,BIH,Agriculture,2020,62777,Non_market_services,13.96
9209,9209,BIH,Manufacturing,2020,70425,Non_market_services,15.66
9210,9210,BIH,Construction,2020,6965,Non_market_services,1.55
9211,9211,BIH,Mining_and_quarrying,2020,7308,Non_market_services,1.62
9212,9212,BIH,Market_services,2020,144058,Non_market_services,32.03
9213,9213,BIH,Non_market_services,2020,158232,Non_market_services,35.18
9256,9256,BIH,Total,2019,308072,Market_services,100
9257,9257,BIH,Agriculture,2019,63061,Market_services,20.47
9258,9258,BIH,Manufacturing,2019,44461,Market_services,14.43
9259,9259,BIH,Construction,2019,1913,Market_services,0.62
9260,9260,BIH,Mining_and_quarrying,2019,5768,Market_services,1.87
9261,9261,BIH,Market_services,2019,101467,Market_services,32.94
9262,9262,BIH,Non_market_services,2019,91402,Market_services,29.67
9305,9305,BIH,Total,2018,307349,Non_market_services,100
9306,9306,BIH,Agriculture,2018,49260,Non_market_services,16.03
9307,9307,BIH,Manufacturing,2018,45524,Non_market_services,14.81
9308,9308,BIH,Construction,2018,2743,Non_market_services,0.89
9309,9309,BIH,Mining_and_quarrying,2018,6458,Non_market_services,2.10
9310,9310,BIH,Market_services,2018,99072,Non_market_services,32.23
9311,9311,BIH,Non_market_services,2018,104292,Non_market_services,33.93
9354,9354,BIH,Total,2017,306779,Market_services,100
9355,9355,BIH,Agriculture,2017,61324,Market_services,19.99
9356,9356,BIH,Manufacturing,2017,43339,Market_services,14.13
9357,9357,BIH,Construction,2017,2093,Market_services,0.68
9358,9358,BIH,Mining_and_quarrying,2017,6125,Market_services,2.00
9359,9359,BIH,Market_services,2017,98776,Market_services,32.20
9360,9360,BIH,Non_market_services,2017,95122,Market_services,31.01
9403,9403,BIH,Total,2016,287561,Market_services,100
9404,9404,BIH,Agriculture,2016,50996,Market_services,17.73
9405,9405,BIH,Manufacturing,2016,42984,Market_services,14.95
9406,9406,BIH,Construction,2016,2698,Market_services,0.94
9407,9407,BIH,Mining_and_quarrying,2016,5479,Market_services,1.91
9408,9408,BIH,Market_services,2016,94021,Market_services,32.70
9409,9409,BIH,Non_market_services,2016,91383,Market_services,31.78
9452,9452,BIH,Total,2015,306560,Non_market_services,100
9453,9453,BIH,Agriculture,2015,51505,Non_market_services,16.80
9454,9454,BIH,Manufacturing,2015,43180,Non_market_services,14.09
9455,9455,BIH,Construction,2015,3546,Non_market_services,1.16
9456,9456,BIH,Mining_and_quarrying,2015,7680,Non_market_services,2.51
9457,9457,BIH,Market_services,2015,96148,Non_market_services,31.36
9458,9458,BIH,Non_market_services,2015,104501,Non_market_services,34.09
9501,9501,BIH,Total,2014,301037,Market_services,100
9502,9502,BIH,Agriculture,2014,52737,Market_services,17.52
9503,9503,BIH,Manufacturing,2014,38275,Market_services,12.71
9504,9504,BIH,Construction,2014,3537,Market_services,1.17
9505,9505,BIH,Mining_and_quarrying,2014,6513,Market_services,2.16
9506,9506,BIH,Market_services,2014,101859,Market_services,33.84
9507,9507,BIH,Non_market_services,2014,98116,Market_services,32.59
9550,9550,BIH,Total,2013,306515,Non_market_services,100
9551,9551,BIH,Agriculture,2013,58726,Non_market_services,19.16
9552,9552,BIH,Manufacturing,2013,39118,Non_market_services,12.76
9553,9553,BIH,Construction,2013,2480,Non_market_services,0.81
9554,9554,BIH,Mining_and_quarrying,2013,7907,Non_market_services,2.58
9555,9555,BIH,Market_services,2013,96499,Non_market_services,31.48
9556,9556,BIH,Non_market_services,2013,101784,Non_market_services,33.21
9599,9599,BIH,Total,2012,299802,Market_services,100
9600,9600,BIH,Agriculture,2012,67974,Market_services,22.67
9601,9601,BIH,Manufacturing,2012,39373,Market_services,13.13
9602,9602,BIH,Construction,2012,2643,Market_services,0.88
9603,9603,BIH,Mining_and_quarrying,2012,8016,Market_services,2.67
9604,9604,BIH,Market_services,2012,92172,Market_services,30.74
9605,9605,BIH,Non_market_services,2012,89624,Market_services,29.89
9647,9647,BIH,Total,2011,302760,Non_market_services,100
9648,9648,BIH,Agriculture,2011,63428,Non_market_services,20.95
9649,9649,BIH,Manufacturing,2011,40929,Non_market_services,13.52
9650,9650,BIH,Construction,2011,2652,Non_market_services,0.88
9651,9651,BIH,Mining_and_quarrying,2011,5638,Non_market_services,1.86
9652,9652,BIH,Market_services,2011,89321,Non_market_services,29.50
9653,9653,BIH,Non_market_services,2011,100793,Non_market_services,33.29
9695,9695,BIH,Total,2010,310417,Non_market_services,100
9696,9696,BIH,Agriculture,2010,70653,Non_market_services,22.76
9697,9697,BIH,Manufacturing,2010,40851,Non_market_services,13.16
9698,9698,BIH,Construction,2010,4279,Non_market_services,1.38
9699,9699,BIH,Mining_and_quarrying,2010,5486,Non_market_services,1.77
9700,9700,BIH,Market_services,2010,89606,Non_market_services,28.87
9701,9701,BIH,Non_market_services,2010,99542,Non_market_services,32.07
9744,9744,BIH,Total,2009,318478,Market_services,100
9745,9745,BIH,Agriculture,2009,82014,Market_services,25.75
9746,9746,BIH,Manufacturing,2009,42988,Market_services,13.50
9747,9747,BIH,Construction,2009,3064,Market_services,0.96
9748,9748,BIH,Mining_and_quarrying,2009,6124,Market_services,1.92
9749,9749,BIH,Market_services,2009,93267,Market_services,29.29
9750,9750,BIH,Non_market_services,2009,91022,Market_services,28.58
9793,9793,BIH,Total,2008,316960,Market_services,100
9794,9794,BIH,Agriculture,2008,70595,Market_services,22.27
9795,9795,BIH,Manufacturing,2008,48638,Market_services,15.35
9796,9796,BIH,Construction,2008,4249,Market_services,1.34
9797,9797,BIH,Mining_and_quarrying,2008,5889,Market_services,1.86
9798,9798,BIH,Market_services,2008,100412,Market_services,31.68
9799,9799,BIH,Non_market_services,2008,87177,Market_services,27.50
9842,9842,BIH,Total,2007,292317,Non_market_services,100
9843,9843,BIH,Agriculture,2007,62394,Non_market_services,21.34
9844,9844,BIH,Manufacturing,2007,43229,Non_market_services,14.79
9845,9845,BIH,Construction,2007,3151,Non_market_services,1.08
9846,9846,BIH,Mining_and_quarrying,2007,6429,Non_market_services,2.20
9847,9847,BIH,Market_services,2007,87769,Non_market_services,30.03
9848,9848,BIH,Non_market_services,2007,89346,Non_market_services,30.56
9891,9891,BIH,Total,2006,282709,Non_market_services,100
9892,9892,BIH,Agriculture,2006,62146,Non_market_services,21.98
9893,9893,BIH,Manufacturing,2006,41818,Non_market_services,14.79
9894,9894,BIH,Construction,2006,3164,Non_market_services,1.12
9895,9895,BIH,Mining_and_quarrying,2006,5473,Non_market_services,1.94
9896,9896,BIH,Market_services,2006,78875,Non_market_services,27.90
9897,9897,BIH,Non_market_services,2006,91233,Non_market_services,32.27
9939,9939,BIH,Total,2001,350832,Non_market_services,100
9940,9940,BIH,Agriculture,2001,84245,Non_market_services,24.01
9941,9941,BIH,Manufacturing,2001,65425,Non_market_services,18.65
9942,9942,BIH,Construction,2001,7051,Non_market_services,2.01
9943,9943,BIH,Mining_and_quarrying,2001,7142,Non_market_services,2.04
9944,9944,BIH,Market_services,2001,89265,Non_market_services,25.44
9945,9945,BIH,Non_market_services,2001,97416,Non_market_services,27.77
9946,9946,BIH,Non_classified,2001,-1,Non_market_services,-0.00
9993,9993,BLR,Total,2023,2412840,Non_market_services,100
9994,9994,BLR,Agriculture,2023,168359,Non_market_services,6.98
9995,9995,BLR,Manufacturing,2023,370731,Non_market_services,15.36
9996,9996,BLR,Construction,2023,51301,Non_market_services,2.13
9997,9997,BLR,Mining_and_quarrying,2023,54002,Non_market_services,2.24
9998,9998,BLR,Market_services,2023,788593,Non_market_services,32.68
9999,9999,BLR,Non_market_services,2023,978844,Non_market_services,40.57
10000,10000,BLR,Non_classified,2023,1010,Non_market_services,0.04
10047,10047,BLR,Total,2022,2439045,Non_market_services,100
10048,10048,BLR,Agriculture,2022,172980,Non_market_services,7.09
10049,10049,BLR,Manufacturing,2022,370872,Non_market_services,15.21
10050,10050,BLR,Construction,2022,55858,Non_market_services,2.29
10051,10051,BLR,Mining_and_quarrying,2022,54026,Non_market_services,2.22
10052,10052,BLR,Market_services,2022,806077,Non_market_services,33.05
10053,10053,BLR,Non_market_services,2022,978613,Non_market_services,40.12
10054,10054,BLR,Non_classified,2022,-1,Non_market_services,-0.00
10101,10101,BLR,Total,2021,2448744,Non_market_services,100
10102,10102,BLR,Agriculture,2021,191678,Non_market_services,7.83
10103,10103,BLR,Manufacturing,2021,346347,Non_market_services,14.14
10104,10104,BLR,Construction,2021,49522,Non_market_services,2.02
10105,10105,BLR,Mining_and_quarrying,2021,58183,Non_market_services,2.38
10106,10106,BLR,Market_services,2021,818257,Non_market_services,33.42
10107,10107,BLR,Non_market_services,2021,983330,Non_market_services,40.16
10108,10108,BLR,Non_classified,2021,1426,Non_market_services,0.06
10155,10155,BLR,Total,2020,2424377,Non_market_services,100
10156,10156,BLR,Agriculture,2020,179193,Non_market_services,7.39
10157,10157,BLR,Manufacturing,2020,349313,Non_market_services,14.41
10158,10158,BLR,Construction,2020,49687,Non_market_services,2.05
10159,10159,BLR,Mining_and_quarrying,2020,56636,Non_market_services,2.34
10160,10160,BLR,Market_services,2020,816826,Non_market_services,33.69
10161,10161,BLR,Non_market_services,2020,971642,Non_market_services,40.08
10162,10162,BLR,Non_classified,2020,1080,Non_market_services,0.04
10210,10210,BLR,Total,2019,2452723,Non_market_services,100
10211,10211,BLR,Agriculture,2019,184947,Non_market_services,7.54
10212,10212,BLR,Manufacturing,2019,356913,Non_market_services,14.55
10213,10213,BLR,Construction,2019,44607,Non_market_services,1.82
10214,10214,BLR,Mining_and_quarrying,2019,59930,Non_market_services,2.44
10215,10215,BLR,Market_services,2019,820715,Non_market_services,33.46
10216,10216,BLR,Non_market_services,2019,985491,Non_market_services,40.18
10217,10217,BLR,Non_classified,2019,-1,Non_market_services,-0.00
10261,10261,BLR,Total,2018,2438769,Non_market_services,100
10262,10262,BLR,Agriculture,2018,187761,Non_market_services,7.70
10263,10263,BLR,Manufacturing,2018,351395,Non_market_services,14.41
10264,10264,BLR,Construction,2018,53149,Non_market_services,2.18
10265,10265,BLR,Mining_and_quarrying,2018,60895,Non_market_services,2.50
10266,10266,BLR,Market_services,2018,828594,Non_market_services,33.98
10267,10267,BLR,Non_market_services,2018,956296,Non_market_services,39.21
10268,10268,BLR,Non_classified,2018,679,Non_market_services,0.03
10315,10315,BLR,Total,2017,2474744,Non_market_services,100
10316,10316,BLR,Agriculture,2017,179938,Non_market_services,7.27
10317,10317,BLR,Manufacturing,2017,376698,Non_market_services,15.22
10318,10318,BLR,Construction,2017,53487,Non_market_services,2.16
10319,10319,BLR,Mining_and_quarrying,2017,58150,Non_market_services,2.35
10320,10320,BLR,Market_services,2017,831758,Non_market_services,33.61
10321,10321,BLR,Non_market_services,2017,972997,Non_market_services,39.32
10322,10322,BLR,Non_classified,2017,1715,Non_market_services,0.07
10369,10369,BLR,Total,2016,2462595,Non_market_services,100
10370,10370,BLR,Agriculture,2016,164059,Non_market_services,6.66
10371,10371,BLR,Manufacturing,2016,365912,Non_market_services,14.86
10372,10372,BLR,Construction,2016,58781,Non_market_services,2.39
10373,10373,BLR,Mining_and_quarrying,2016,64497,Non_market_services,2.62
10374,10374,BLR,Market_services,2016,830128,Non_market_services,33.71
10375,10375,BLR,Non_market_services,2016,976329,Non_market_services,39.65
10376,10376,BLR,Non_classified,2016,2890,Non_market_services,0.12
10425,10425,BLZ,Total,2019,65186,Market_services,100
10426,10426,BLZ,Agriculture,2019,4581,Market_services,7.03
10427,10427,BLZ,Manufacturing,2019,5188,Market_services,7.96
10428,10428,BLZ,Construction,2019,127,Market_services,0.19
10429,10429,BLZ,Mining_and_quarrying,2019,179,Market_services,0.27
10430,10430,BLZ,Market_services,2019,32323,Market_services,49.59
10431,10431,BLZ,Non_market_services,2019,22501,Market_services,34.52
10432,10432,BLZ,Non_classified,2019,286,Market_services,0.44
10481,10481,BLZ,Total,2017,55303,Market_services,100
10482,10482,BLZ,Agriculture,2017,2876,Market_services,5.20
10483,10483,BLZ,Manufacturing,2017,4454,Market_services,8.05
10484,10484,BLZ,Construction,2017,377,Market_services,0.68
10485,10485,BLZ,Mining_and_quarrying,2017,-1,Market_services,-0.00
10486,10486,BLZ,Market_services,2017,25066,Market_services,45.32
10487,10487,BLZ,Non_market_services,2017,21846,Market_services,39.50
10488,10488,BLZ,Non_classified,2017,617,Market_services,1.12
10535,10535,BLZ,Total,2016,53473,Market_services,100
10536,10536,BLZ,Agriculture,2016,2452,Market_services,4.59
10537,10537,BLZ,Manufacturing,2016,4539,Market_services,8.49
10538,10538,BLZ,Construction,2016,223,Market_services,0.42
10539,10539,BLZ,Mining_and_quarrying,2016,198,Market_services,0.37
10540,10540,BLZ,Market_services,2016,25707,Market_services,48.07
10541,10541,BLZ,Non_market_services,2016,20143,Market_services,37.67
10542,10542,BLZ,Non_classified,2016,211,Market_services,0.39
10591,10591,BLZ,Total,2015,50703,Market_services,100
10592,10592,BLZ,Agriculture,2015,2312,Market_services,4.56
10593,10593,BLZ,Manufacturing,2015,3537,Market_services,6.98
10594,10594,BLZ,Construction,2015,-1,Market_services,-0.00
10595,10595,BLZ,Mining_and_quarrying,2015,270,Market_services,0.53
10596,10596,BLZ,Market_services,2015,23804,Market_services,46.95
10597,10597,BLZ,Non_market_services,2015,20296,Market_services,40.03
10598,10598,BLZ,Non_classified,2015,399,Market_services,0.79
10646,10646,BLZ,Total,2014,47263,Market_services,100
10647,10647,BLZ,Agriculture,2014,2294,Market_services,4.85
10648,10648,BLZ,Manufacturing,2014,2689,Market_services,5.69
10649,10649,BLZ,Construction,2014,492,Market_services,1.04
10650,10650,BLZ,Mining_and_quarrying,2014,645,Market_services,1.36
10651,10651,BLZ,Market_services,2014,22576,Market_services,47.77
10652,10652,BLZ,Non_market_services,2014,18566,Market_services,39.28
10653,10653,BLZ,Non_classified,2014,-1,Market_services,-0.00
10698,10698,BOL,Total,2023,3120202,Market_services,100
10699,10699,BOL,Agriculture,2023,782436,Market_services,25.08
10700,10700,BOL,Manufacturing,2023,363949,Market_services,11.66
10701,10701,BOL,Construction,2023,15119,Market_services,0.48
10702,10702,BOL,Mining_and_quarrying,2023,15229,Market_services,0.49
10703,10703,BOL,Market_services,2023,1350670,Market_services,43.29
10704,10704,BOL,Non_market_services,2023,591936,Market_services,18.97
10705,10705,BOL,Non_classified,2023,864,Market_services,0.03
10752,10752,BOL,Total,2022,2996990,Market_services,100
10753,10753,BOL,Agriculture,2022,745124,Market_services,24.86
10754,10754,BOL,Manufacturing,2022,341829,Market_services,11.41
10755,10755,BOL,Construction,2022,13938,Market_services,0.47
10756,10756,BOL,Mining_and_quarrying,2022,15984,Market_services,0.53
10757,10757,BOL,Market_services,2022,1333764,Market_services,44.50
10758,10758,BOL,Non_market_services,2022,545445,Market_services,18.20
10759,10759,BOL,Non_classified,2022,907,Market_services,0.03
10806,10806,BOL,Total,2021,2874465,Market_services,100
10807,10807,BOL,Agriculture,2021,802853,Market_services,27.93
10808,10808,BOL,Manufacturing,2021,333151,Market_services,11.59
10809,10809,BOL,Construction,2021,13922,Market_services,0.48
10810,10810,BOL,Mining_and_quarrying,2021,11877,Market_services,0.41
10811,10811,BOL,Market_services,2021,1233794,Market_services,42.92
10812,10812,BOL,Non_market_services,2021,478166,Market_services,16.63
10813,10813,BOL,Non_classified,2021,702,Market_services,0.02
10860,10860,BOL,Total,2020,2358598,Market_services,100
10861,10861,BOL,Agriculture,2020,693808,Market_services,29.42
10862,10862,BOL,Manufacturing,2020,192235,Market_services,8.15
10863,10863,BOL,Construction,2020,9212,Market_services,0.39
10864,10864,BOL,Mining_and_quarrying,2020,10239,Market_services,0.43
10865,10865,BOL,Market_services,2020,1010973,Market_services,42.86
10866,10866,BOL,Non_market_services,2020,440197,Market_services,18.66
10867,10867,BOL,Non_classified,2020,1934,Market_services,0.08
10914,10914,BOL,Total,2019,2562175,Market_services,100
10915,10915,BOL,Agriculture,2019,709567,Market_services,27.69
10916,10916,BOL,Manufacturing,2019,278020,Market_services,10.85
10917,10917,BOL,Construction,2019,13794,Market_services,0.54
10918,10918,BOL,Mining_and_quarrying,2019,7719,Market_services,0.30
10919,10919,BOL,Market_services,2019,1058750,Market_services,41.32
10920,10920,BOL,Non_market_services,2019,494324,Market_services,19.29
10963,10963,BOL,Total,2018,2451170,Market_services,100
10964,10964,BOL,Agriculture,2018,764400,Market_services,31.19
10965,10965,BOL,Manufacturing,2018,229908,Market_services,9.38
10966,10966,BOL,Construction,2018,12954,Market_services,0.53
10967,10967,BOL,Mining_and_quarrying,2018,10520,Market_services,0.43
10968,10968,BOL,Market_services,2018,997535,Market_services,40.70
10969,10969,BOL,Non_market_services,2018,435853,Market_services,17.78
11012,11012,BOL,Total,2017,2222857,Market_services,100
11013,11013,BOL,Agriculture,2017,682077,Market_services,30.68
11014,11014,BOL,Manufacturing,2017,198287,Market_services,8.92
11015,11015,BOL,Construction,2017,12495,Market_services,0.56
11016,11016,BOL,Mining_and_quarrying,2017,9625,Market_services,0.43
11017,11017,BOL,Market_services,2017,895506,Market_services,40.29
11018,11018,BOL,Non_market_services,2017,424464,Market_services,19.10
11019,11019,BOL,Non_classified,2017,403,Market_services,0.02
11066,11066,BOL,Total,2016,2085870,Market_services,100
11067,11067,BOL,Agriculture,2016,611269,Market_services,29.31
11068,11068,BOL,Manufacturing,2016,190490,Market_services,9.13
11069,11069,BOL,Construction,2016,14186,Market_services,0.68
11070,11070,BOL,Mining_and_quarrying,2016,11864,Market_services,0.57
11071,11071,BOL,Market_services,2016,834443,Market_services,40.00
11072,11072,BOL,Non_market_services,2016,423505,Market_services,20.30
11073,11073,BOL,Non_classified,2016,-1,Market_services,-0.00
11119,11119,BOL,Total,2015,2038195,Market_services,100
11120,11120,BOL,Agriculture,2015,625730,Market_services,30.70
11121,11121,BOL,Manufacturing,2015,149225,Market_services,7.32
11122,11122,BOL,Construction,2015,16117,Market_services,0.79
11123,11123,BOL,Mining_and_quarrying,2015,16101,Market_services,0.79
11124,11124,BOL,Market_services,2015,832638,Market_services,40.85
11125,11125,BOL,Non_market_services,2015,397146,Market_services,19.49
11126,11126,BOL,Non_classified,2015,1237,Market_services,0.06
11175,11175,BOL,Total,2014,2231151,Market_services,100
11176,11176,BOL,Agriculture,2014,705696,Market_services,31.63
11177,11177,BOL,Manufacturing,2014,180633,Market_services,8.10
11178,11178,BOL,Construction,2014,21482,Market_services,0.96
11179,11179,BOL,Mining_and_quarrying,2014,12467,Market_services,0.56
11180,11180,BOL,Market_services,2014,852972,Market_services,38.23
11181,11181,BOL,Non_market_services,2014,456576,Market_services,20.46
11182,11182,BOL,Non_classified,2014,1325,Market_services,0.06
11230,11230,BOL,Total,2013,2182954,Market_services,100
11231,11231,BOL,Agriculture,2013,724969,Market_services,33.21
11232,11232,BOL,Manufacturing,2013,109045,Market_services,5.00
11233,11233,BOL,Construction,2013,11917,Market_services,0.55
11234,11234,BOL,Mining_and_quarrying,2013,20157,Market_services,0.92
11235,11235,BOL,Market_services,2013,823449,Market_services,37.72
11236,11236,BOL,Non_market_services,2013,493417,Market_services,22.60
11237,11237,BOL,Non_classified,2013,-1,Market_services,-0.00
11281,11281,BOL,Total,2012,2061848,Market_services,100
11282,11282,BOL,Agriculture,2012,643434,Market_services,31.21
11283,11283,BOL,Manufacturing,2012,112579,Market_services,5.46
11284,11284,BOL,Construction,2012,14659,Market_services,0.71
11285,11285,BOL,Mining_and_quarrying,2012,27003,Market_services,1.31
11286,11286,BOL,Market_services,2012,815606,Market_services,39.56
11287,11287,BOL,Non_market_services,2012,448567,Market_services,21.76
11330,11330,BOL,Total,2011,2116048,Market_services,100
11331,11331,BOL,Agriculture,2011,735440,Market_services,34.76
11332,11332,BOL,Manufacturing,2011,108868,Market_services,5.14
11333,11333,BOL,Construction,2011,15931,Market_services,0.75
11334,11334,BOL,Mining_and_quarrying,2011,15795,Market_services,0.75
11335,11335,BOL,Market_services,2011,793307,Market_services,37.49
11336,11336,BOL,Non_market_services,2011,446707,Market_services,21.11
11379,11379,BOL,Total,2009,2112795,Market_services,100
11380,11380,BOL,Agriculture,2009,650919,Market_services,30.81
11381,11381,BOL,Manufacturing,2009,207245,Market_services,9.81
11382,11382,BOL,Construction,2009,13333,Market_services,0.63
11383,11383,BOL,Mining_and_quarrying,2009,4997,Market_services,0.24
11384,11384,BOL,Market_services,2009,753383,Market_services,35.66
11385,11385,BOL,Non_market_services,2009,482918,Market_services,22.86
11428,11428,BOL,Total,2008,2067259,Market_services,100
11429,11429,BOL,Agriculture,2008,649194,Market_services,31.40
11430,11430,BOL,Manufacturing,2008,205760,Market_services,9.95
11431,11431,BOL,Construction,2008,13647,Market_services,0.66
11432,11432,BOL,Mining_and_quarrying,2008,8523,Market_services,0.41
11433,11433,BOL,Market_services,2008,773873,Market_services,37.43
11434,11434,BOL,Non_market_services,2008,416262,Market_services,20.14
11435,11435,BOL,Non_classified,2008,-1,Market_services,-0.00
11479,11479,BOL,Total,2007,1957037,Agriculture,100
11480,11480,BOL,Agriculture,2007,696866,Agriculture,35.61
11481,11481,BOL,Manufacturing,2007,176621,Agriculture,9.02
11482,11482,BOL,Construction,2007,5923,Agriculture,0.30
11483,11483,BOL,Mining_and_quarrying,2007,3326,Agriculture,0.17
11484,11484,BOL,Market_services,2007,594665,Agriculture,30.39
11485,11485,BOL,Non_market_services,2007,479636,Agriculture,24.51
11528,11528,BOL,Total,2006,1870776,Agriculture,100
11529,11529,BOL,Agriculture,2006,668749,Agriculture,35.75
11530,11530,BOL,Manufacturing,2006,188519,Agriculture,10.08
11531,11531,BOL,Construction,2006,2875,Agriculture,0.15
11532,11532,BOL,Mining_and_quarrying,2006,5142,Agriculture,0.27
11533,11533,BOL,Market_services,2006,602897,Agriculture,32.23
11534,11534,BOL,Non_market_services,2006,402594,Agriculture,21.52
11577,11577,BOL,Total,2005,1761681,Agriculture,100
11578,11578,BOL,Agriculture,2005,634598,Agriculture,36.02
11579,11579,BOL,Manufacturing,2005,164878,Agriculture,9.36
11580,11580,BOL,Construction,2005,21413,Agriculture,1.22
11581,11581,BOL,Mining_and_quarrying,2005,14069,Agriculture,0.80
11582,11582,BOL,Market_services,2005,575335,Agriculture,32.66
11583,11583,BOL,Non_market_services,2005,351388,Agriculture,19.95
11626,11626,BOL,Total,2002,1547799,Agriculture,100
11627,11627,BOL,Agriculture,2002,559281,Agriculture,36.13
11628,11628,BOL,Manufacturing,2002,159920,Agriculture,10.33
11629,11629,BOL,Construction,2002,10432,Agriculture,0.67
11630,11630,BOL,Mining_and_quarrying,2002,4858,Agriculture,0.31
11631,11631,BOL,Market_services,2002,508320,Agriculture,32.84
11632,11632,BOL,Non_market_services,2002,304988,Agriculture,19.70
11675,11675,BOL,Total,2001,1597136,Agriculture,100
11676,11676,BOL,Agriculture,2001,635520,Agriculture,39.79
11677,11677,BOL,Manufacturing,2001,140821,Agriculture,8.82
11678,11678,BOL,Construction,2001,5910,Agriculture,0.37
11679,11679,BOL,Mining_and_quarrying,2001,6579,Agriculture,0.41
11680,11680,BOL,Market_services,2001,483216,Agriculture,30.26
11681,11681,BOL,Non_market_services,2001,311726,Agriculture,19.52
11682,11682,BOL,Non_classified,2001,13364,Agriculture,0.84
11731,11731,BOL,Total,2000,1492746,Agriculture,100
11732,11732,BOL,Agriculture,2000,526651,Agriculture,35.28
11733,11733,BOL,Manufacturing,2000,136616,Agriculture,9.15
11734,11734,BOL,Construction,2000,8353,Agriculture,0.56
11735,11735,BOL,Mining_and_quarrying,2000,8048,Agriculture,0.54
11736,11736,BOL,Market_services,2000,468912,Agriculture,31.41
11737,11737,BOL,Non_market_services,2000,322165,Agriculture,21.58
11738,11738,BOL,Non_classified,2000,22000,Agriculture,1.47
11787,11787,BRA,Total,2023,42631281,Non_market_services,100
11788,11788,BRA,Agriculture,2023,1495221,Non_market_services,3.51
11789,11789,BRA,Manufacturing,2023,3953983,Non_market_services,9.27
11790,11790,BRA,Construction,2023,313670,Non_market_services,0.74
11791,11791,BRA,Mining_and_quarrying,2023,252630,Non_market_services,0.59
11792,11792,BRA,Market_services,2023,16616681,Non_market_services,38.98
11793,11793,BRA,Non_market_services,2023,19851371,Non_market_services,46.57
11794,11794,BRA,Non_classified,2023,147724,Non_market_services,0.35
11843,11843,BRA,Total,2022,41915957,Non_market_services,100
11844,11844,BRA,Agriculture,2022,1674569,Non_market_services,4.00
11845,11845,BRA,Manufacturing,2022,4002195,Non_market_services,9.55
11846,11846,BRA,Construction,2022,295614,Non_market_services,0.71
11847,11847,BRA,Mining_and_quarrying,2022,233929,Non_market_services,0.56
11848,11848,BRA,Market_services,2022,16315666,Non_market_services,38.92
11849,11849,BRA,Non_market_services,2022,19232982,Non_market_services,45.88
11850,11850,BRA,Non_classified,2022,161002,Non_market_services,0.38
11899,11899,BRA,Total,2021,38175789,Non_market_services,100
11900,11900,BRA,Agriculture,2021,1754530,Non_market_services,4.60
11901,11901,BRA,Manufacturing,2021,3716384,Non_market_services,9.73
11902,11902,BRA,Construction,2021,274458,Non_market_services,0.72
11903,11903,BRA,Mining_and_quarrying,2021,180113,Non_market_services,0.47
11904,11904,BRA,Market_services,2021,14789767,Non_market_services,38.74
11905,11905,BRA,Non_market_services,2021,17306020,Non_market_services,45.33
11906,11906,BRA,Non_classified,2021,154516,Non_market_services,0.40
11955,11955,BRA,Total,2020,36341801,Non_market_services,100
11956,11956,BRA,Agriculture,2020,1594754,Non_market_services,4.39
11957,11957,BRA,Manufacturing,2020,3412754,Non_market_services,9.39
