,Unnamed: 0,country,job_category,year,number_worker,most_popular_job_cat,worker_percentage
3005,3005,ARM,Manufacturing,2014,34747,Agriculture,6.39
3006,3006,ARM,Construction,2014,2696,Agriculture,0.50
3007,3007,ARM,Mining_and_quarrying,2014,7192,Agriculture,1.32
3008,3008,ARM,Market_services,2014,98538,Agriculture,18.11
3009,3009,ARM,Non_market_services,2014,180810,Agriculture,33.23
3052,3052,ARM,Total,2013,531570,Agriculture,100
3053,3053,ARM,Agriculture,2013,223911,Agriculture,42.12
3054,3054,ARM,Manufacturing,2013,29436,Agriculture,5.54
3055,3055,ARM,Construction,2013,2349,Agriculture,0.44
3056,3056,ARM,Mining_and_quarrying,2013,4517,Agriculture,0.85
3057,3057,ARM,Market_services,2013,94714,Agriculture,17.82
3058,3058,ARM,Non_market_services,2013,175652,Agriculture,33.04
3059,3059,ARM,Non_classified,2013,990,Agriculture,0.19
3107,3107,ARM,Total,2012,552125,Agriculture,100
3108,3108,ARM,Agriculture,2012,234461,Agriculture,42.47
3109,3109,ARM,Manufacturing,2012,31255,Agriculture,5.66
3110,3110,ARM,Construction,2012,3300,Agriculture,0.60
3111,3111,ARM,Mining_and_quarrying,2012,8141,Agriculture,1.47
3112,3112,ARM,Market_services,2012,91112,Agriculture,16.50
3113,3113,ARM,Non_market_services,2012,183290,Agriculture,33.20
3114,3114,ARM,Non_classified,2012,-1,Agriculture,-0.00
3163,3163,ARM,Total,2011,541958,Agriculture,100
3164,3164,ARM,Agriculture,2011,236411,Agriculture,43.62
3165,3165,ARM,Manufacturing,2011,26831,Agriculture,4.95
3166,3166,ARM,Construction,2011,1313,Agriculture,0.24
3167,3167,ARM,Mining_and_quarrying,2011,8252,Agriculture,1.52
3168,3168,ARM,Market_services,2011,85658,Agriculture,15.81
3169,3169,ARM,Non_market_services,2011,182625,Agriculture,33.70
3170,3170,ARM,Non_classified,2011,869,Agriculture,0.16
3218,3218,ARM,Total,2010,526756,Agriculture,100
3219,3219,ARM,Agriculture,2010,241251,Agriculture,45.80
3220,3220,ARM,Manufacturing,2010,22794,Agriculture,4.33
3221,3221,ARM,Construction,2010,1136,Agriculture,0.22
3222,3222,ARM,Mining_and_quarrying,2010,7786,Agriculture,1.48
3223,3223,ARM,Market_services,2010,86232,Agriculture,16.37
3224,3224,ARM,Non_market_services,2010,165581,Agriculture,31.43
3225,3225,ARM,Non_classified,2010,1977,Agriculture,0.38
3271,3271,ARM,Total,2009,507594,Agriculture,100
3272,3272,ARM,Agriculture,2009,220370,Agriculture,43.41
3273,3273,ARM,Manufacturing,2009,19686,Agriculture,3.88
3274,3274,ARM,Construction,2009,1089,Agriculture,0.21
3275,3275,ARM,Mining_and_quarrying,2009,7141,Agriculture,1.41
3276,3276,ARM,Market_services,2009,71501,Agriculture,14.09
3277,3277,ARM,Non_market_services,2009,187786,Agriculture,37.00
3278,3278,ARM,Non_classified,2009,-1,Agriculture,-0.00
3322,3322,ARM,Total,2008,450728,Agriculture,100
3323,3323,ARM,Agriculture,2008,162153,Agriculture,35.98
3324,3324,ARM,Manufacturing,2008,38136,Agriculture,8.46
3325,3325,ARM,Construction,2008,3826,Agriculture,0.85
3326,3326,ARM,Mining_and_quarrying,2008,5196,Agriculture,1.15
3327,3327,ARM,Market_services,2008,81778,Agriculture,18.14
3328,3328,ARM,Non_market_services,2008,159638,Agriculture,35.42
3371,3371,ARM,Total,2007,500264,Agriculture,100
3372,3372,ARM,Agriculture,2007,203744,Agriculture,40.73
3373,3373,ARM,Manufacturing,2007,29862,Agriculture,5.97
3374,3374,ARM,Construction,2007,2017,Agriculture,0.40
3375,3375,ARM,Mining_and_quarrying,2007,9032,Agriculture,1.81
3376,3376,ARM,Market_services,2007,76001,Agriculture,15.19
3377,3377,ARM,Non_market_services,2007,179607,Agriculture,35.90
3419,3419,AUS,Total,2023,6717930,Non_market_services,100
3420,3420,AUS,Agriculture,2023,100046,Non_market_services,1.49
3421,3421,AUS,Manufacturing,2023,266582,Non_market_services,3.97
3422,3422,AUS,Construction,2023,174774,Non_market_services,2.60
3423,3423,AUS,Mining_and_quarrying,2023,105230,Non_market_services,1.57
3424,3424,AUS,Market_services,2023,2759284,Non_market_services,41.07
3425,3425,AUS,Non_market_services,2023,3303419,Non_market_services,49.17
3426,3426,AUS,Non_classified,2023,8595,Non_market_services,0.13
3475,3475,AUS,Total,2022,6502274,Non_market_services,100
3476,3476,AUS,Agriculture,2022,88580,Non_market_services,1.36
3477,3477,AUS,Manufacturing,2022,253671,Non_market_services,3.90
3478,3478,AUS,Construction,2022,165463,Non_market_services,2.54
3479,3479,AUS,Mining_and_quarrying,2022,93186,Non_market_services,1.43
3480,3480,AUS,Market_services,2022,2752851,Non_market_services,42.34
3481,3481,AUS,Non_market_services,2022,3139067,Non_market_services,48.28
3482,3482,AUS,Non_classified,2022,9456,Non_market_services,0.15
3531,3531,AUS,Total,2021,6210304,Non_market_services,100
3532,3532,AUS,Agriculture,2021,111490,Non_market_services,1.80
3533,3533,AUS,Manufacturing,2021,270716,Non_market_services,4.36
3534,3534,AUS,Construction,2021,151927,Non_market_services,2.45
3535,3535,AUS,Mining_and_quarrying,2021,84998,Non_market_services,1.37
3536,3536,AUS,Market_services,2021,2593860,Non_market_services,41.77
3537,3537,AUS,Non_market_services,2021,2988010,Non_market_services,48.11
3538,3538,AUS,Non_classified,2021,9302,Non_market_services,0.15
3587,3587,AUS,Total,2020,5963485,Non_market_services,100
3588,3588,AUS,Agriculture,2020,115571,Non_market_services,1.94
3589,3589,AUS,Manufacturing,2020,262122,Non_market_services,4.40
3590,3590,AUS,Construction,2020,158134,Non_market_services,2.65
3591,3591,AUS,Mining_and_quarrying,2020,78730,Non_market_services,1.32
3592,3592,AUS,Market_services,2020,2480745,Non_market_services,41.60
3593,3593,AUS,Non_market_services,2020,2858737,Non_market_services,47.94
3594,3594,AUS,Non_classified,2020,9448,Non_market_services,0.16
3643,3643,AUS,Total,2019,6059492,Non_market_services,100
3644,3644,AUS,Agriculture,2019,105211,Non_market_services,1.74
3645,3645,AUS,Manufacturing,2019,247142,Non_market_services,4.08
3646,3646,AUS,Construction,2019,139626,Non_market_services,2.30
3647,3647,AUS,Mining_and_quarrying,2019,80131,Non_market_services,1.32
3648,3648,AUS,Market_services,2019,2610867,Non_market_services,43.09
3649,3649,AUS,Non_market_services,2019,2867064,Non_market_services,47.32
3650,3650,AUS,Non_classified,2019,9450,Non_market_services,0.16
3699,3699,AUS,Total,2018,5902687,Non_market_services,100
3700,3700,AUS,Agriculture,2018,100036,Non_market_services,1.69
3701,3701,AUS,Manufacturing,2018,273574,Non_market_services,4.63
3702,3702,AUS,Construction,2018,142368,Non_market_services,2.41
3703,3703,AUS,Mining_and_quarrying,2018,74259,Non_market_services,1.26
3704,3704,AUS,Market_services,2018,2543959,Non_market_services,43.10
3705,3705,AUS,Non_market_services,2018,2758052,Non_market_services,46.73
3706,3706,AUS,Non_classified,2018,10438,Non_market_services,0.18
3755,3755,AUS,Total,2017,5817593,Non_market_services,100
3756,3756,AUS,Agriculture,2017,104449,Non_market_services,1.80
3757,3757,AUS,Manufacturing,2017,244549,Non_market_services,4.20
3758,3758,AUS,Construction,2017,99977,Non_market_services,1.72
3759,3759,AUS,Mining_and_quarrying,2017,53670,Non_market_services,0.92
3760,3760,AUS,Market_services,2017,2245257,Non_market_services,38.59
3761,3761,AUS,Non_market_services,2017,2918432,Non_market_services,50.17
3762,3762,AUS,Non_classified,2017,151257,Non_market_services,2.60
3811,3811,AUS,Total,2016,5566194,Non_market_services,100
3812,3812,AUS,Agriculture,2016,82169,Non_market_services,1.48
3813,3813,AUS,Manufacturing,2016,230200,Non_market_services,4.14
3814,3814,AUS,Construction,2016,104682,Non_market_services,1.88
3815,3815,AUS,Mining_and_quarrying,2016,38579,Non_market_services,0.69
3816,3816,AUS,Market_services,2016,2094569,Non_market_services,37.63
3817,3817,AUS,Non_market_services,2016,2853754,Non_market_services,51.27
3818,3818,AUS,Non_classified,2016,162242,Non_market_services,2.91
3867,3867,AUS,Total,2015,5513951,Non_market_services,100
3868,3868,AUS,Agriculture,2015,92228,Non_market_services,1.67
3869,3869,AUS,Manufacturing,2015,236272,Non_market_services,4.28
3870,3870,AUS,Construction,2015,77646,Non_market_services,1.41
3871,3871,AUS,Mining_and_quarrying,2015,38439,Non_market_services,0.70
3872,3872,AUS,Market_services,2015,2182885,Non_market_services,39.59
3873,3873,AUS,Non_market_services,2015,2687958,Non_market_services,48.75
3874,3874,AUS,Non_classified,2015,198523,Non_market_services,3.60
3923,3923,AUS,Total,2014,5394554,Non_market_services,100
3924,3924,AUS,Agriculture,2014,105282,Non_market_services,1.95
3925,3925,AUS,Manufacturing,2014,252443,Non_market_services,4.68
3926,3926,AUS,Construction,2014,89175,Non_market_services,1.65
3927,3927,AUS,Mining_and_quarrying,2014,22714,Non_market_services,0.42
3928,3928,AUS,Market_services,2014,2163945,Non_market_services,40.11
3929,3929,AUS,Non_market_services,2014,2573954,Non_market_services,47.71
3930,3930,AUS,Non_classified,2014,187041,Non_market_services,3.47
3979,3979,AUS,Total,2013,5292275,Non_market_services,100
3980,3980,AUS,Agriculture,2013,67394,Non_market_services,1.27
3981,3981,AUS,Manufacturing,2013,263416,Non_market_services,4.98
3982,3982,AUS,Construction,2013,101866,Non_market_services,1.92
3983,3983,AUS,Mining_and_quarrying,2013,44942,Non_market_services,0.85
3984,3984,AUS,Market_services,2013,2109888,Non_market_services,39.87
3985,3985,AUS,Non_market_services,2013,2503480,Non_market_services,47.30
3986,3986,AUS,Non_classified,2013,201288,Non_market_services,3.80
4035,4035,AUS,Total,2012,5176797,Non_market_services,100
4036,4036,AUS,Agriculture,2012,67369,Non_market_services,1.30
4037,4037,AUS,Manufacturing,2012,224796,Non_market_services,4.34
4038,4038,AUS,Construction,2012,80885,Non_market_services,1.56
4039,4039,AUS,Mining_and_quarrying,2012,55631,Non_market_services,1.07
4040,4040,AUS,Market_services,2012,2117308,Non_market_services,40.90
4041,4041,AUS,Non_market_services,2012,2495633,Non_market_services,48.21
4042,4042,AUS,Non_classified,2012,135176,Non_market_services,2.61
4091,4091,AUS,Total,2011,5063488,Non_market_services,100
4092,4092,AUS,Agriculture,2011,65149,Non_market_services,1.29
4093,4093,AUS,Manufacturing,2011,248934,Non_market_services,4.92
4094,4094,AUS,Construction,2011,86110,Non_market_services,1.70
4095,4095,AUS,Mining_and_quarrying,2011,47605,Non_market_services,0.94
4096,4096,AUS,Market_services,2011,2145238,Non_market_services,42.37
4097,4097,AUS,Non_market_services,2011,2331792,Non_market_services,46.05
4098,4098,AUS,Non_classified,2011,138660,Non_market_services,2.74
4147,4147,AUS,Total,2010,5081774,Non_market_services,100
4148,4148,AUS,Agriculture,2010,73367,Non_market_services,1.44
4149,4149,AUS,Manufacturing,2010,232962,Non_market_services,4.58
4150,4150,AUS,Construction,2010,89916,Non_market_services,1.77
4151,4151,AUS,Mining_and_quarrying,2010,36555,Non_market_services,0.72
4152,4152,AUS,Market_services,2010,2078237,Non_market_services,40.90
4153,4153,AUS,Non_market_services,2010,2360063,Non_market_services,46.44
4154,4154,AUS,Non_classified,2010,210673,Non_market_services,4.15
4203,4203,AUS,Total,2009,4980578,Non_market_services,100
4204,4204,AUS,Agriculture,2009,86893,Non_market_services,1.74
4205,4205,AUS,Manufacturing,2009,284427,Non_market_services,5.71
4206,4206,AUS,Construction,2009,86296,Non_market_services,1.73
4207,4207,AUS,Mining_and_quarrying,2009,35277,Non_market_services,0.71
4208,4208,AUS,Market_services,2009,2055471,Non_market_services,41.27
4209,4209,AUS,Non_market_services,2009,2226942,Non_market_services,44.71
4210,4210,AUS,Non_classified,2009,205272,Non_market_services,4.12
4258,4258,AUS,Total,2008,5005417,Non_market_services,100
4259,4259,AUS,Agriculture,2008,74486,Non_market_services,1.49
4260,4260,AUS,Manufacturing,2008,342915,Non_market_services,6.85
4261,4261,AUS,Construction,2008,107739,Non_market_services,2.15
4262,4262,AUS,Mining_and_quarrying,2008,26004,Non_market_services,0.52
4263,4263,AUS,Market_services,2008,2173267,Non_market_services,43.42
4264,4264,AUS,Non_market_services,2008,2269454,Non_market_services,45.34
4265,4265,AUS,Non_classified,2008,11552,Non_market_services,0.23
4312,4312,AUS,Total,2007,4837646,Non_market_services,100
4313,4313,AUS,Agriculture,2007,79192,Non_market_services,1.64
4314,4314,AUS,Manufacturing,2007,294995,Non_market_services,6.10
4315,4315,AUS,Construction,2007,94461,Non_market_services,1.95
4316,4316,AUS,Mining_and_quarrying,2007,40905,Non_market_services,0.85
4317,4317,AUS,Market_services,2007,2158320,Non_market_services,44.62
4318,4318,AUS,Non_market_services,2007,2160897,Non_market_services,44.67
4319,4319,AUS,Non_classified,2007,8877,Non_market_services,0.18
4367,4367,AUS,Total,2006,4659732,Non_market_services,100
4368,4368,AUS,Agriculture,2006,105565,Non_market_services,2.27
4369,4369,AUS,Manufacturing,2006,292476,Non_market_services,6.28
4370,4370,AUS,Construction,2006,92100,Non_market_services,1.98
4371,4371,AUS,Mining_and_quarrying,2006,29737,Non_market_services,0.64
4372,4372,AUS,Market_services,2006,1982262,Non_market_services,42.54
4373,4373,AUS,Non_market_services,2006,2071666,Non_market_services,44.46
4374,4374,AUS,Non_classified,2006,85926,Non_market_services,1.84
4422,4422,AUS,Total,2005,4499519,Non_market_services,100
4423,4423,AUS,Agriculture,2005,115350,Non_market_services,2.56
4424,4424,AUS,Manufacturing,2005,286797,Non_market_services,6.37
4425,4425,AUS,Construction,2005,71975,Non_market_services,1.60
4426,4426,AUS,Mining_and_quarrying,2005,26520,Non_market_services,0.59
4427,4427,AUS,Market_services,2005,1931407,Non_market_services,42.92
4428,4428,AUS,Non_market_services,2005,2035300,Non_market_services,45.23
4429,4429,AUS,Non_classified,2005,32170,Non_market_services,0.71
4478,4478,AUS,Total,2004,4292678,Market_services,100
4479,4479,AUS,Agriculture,2004,133641,Market_services,3.11
4480,4480,AUS,Manufacturing,2004,270027,Market_services,6.29
4481,4481,AUS,Construction,2004,91803,Market_services,2.14
4482,4482,AUS,Mining_and_quarrying,2004,21151,Market_services,0.49
4483,4483,AUS,Market_services,2004,1889458,Market_services,44.02
4484,4484,AUS,Non_market_services,2004,1886598,Market_services,43.95
4485,4485,AUS,Non_classified,2004,-1,Market_services,-0.00
4528,4528,AUS,Total,2003,4188413,Non_market_services,100
4529,4529,AUS,Agriculture,2003,111708,Non_market_services,2.67
4530,4530,AUS,Manufacturing,2003,266691,Non_market_services,6.37
4531,4531,AUS,Construction,2003,67759,Non_market_services,1.62
4532,4532,AUS,Mining_and_quarrying,2003,14837,Non_market_services,0.35
4533,4533,AUS,Market_services,2003,1863288,Non_market_services,44.49
4534,4534,AUS,Non_market_services,2003,1864130,Non_market_services,44.51
4535,4535,AUS,Non_classified,2003,-1,Non_market_services,-0.00
4579,4579,AUS,Total,2002,4105941,Non_market_services,100
4580,4580,AUS,Agriculture,2002,109631,Non_market_services,2.67
4581,4581,AUS,Manufacturing,2002,346374,Non_market_services,8.44
4582,4582,AUS,Construction,2002,58601,Non_market_services,1.43
4583,4583,AUS,Mining_and_quarrying,2002,21515,Non_market_services,0.52
4584,4584,AUS,Market_services,2002,1767688,Non_market_services,43.05
4585,4585,AUS,Non_market_services,2002,1802132,Non_market_services,43.89
4628,4628,AUS,Total,2001,4052701,Market_services,100
4629,4629,AUS,Agriculture,2001,120224,Market_services,2.97
4630,4630,AUS,Manufacturing,2001,266741,Market_services,6.58
4631,4631,AUS,Construction,2001,77573,Market_services,1.91
4632,4632,AUS,Mining_and_quarrying,2001,25059,Market_services,0.62
4633,4633,AUS,Market_services,2001,1819477,Market_services,44.90
4634,4634,AUS,Non_market_services,2001,1721495,Market_services,42.48
4635,4635,AUS,Non_classified,2001,22132,Market_services,0.55
4683,4683,AUT,Total,2023,2114158,Market_services,100
4684,4684,AUT,Agriculture,2023,54698,Market_services,2.59
4685,4685,AUT,Manufacturing,2023,208532,Market_services,9.86
4686,4686,AUT,Construction,2023,50656,Market_services,2.40
4687,4687,AUT,Mining_and_quarrying,2023,12057,Market_services,0.57
4688,4688,AUT,Market_services,2023,906085,Market_services,42.86
4689,4689,AUT,Non_market_services,2023,882128,Market_services,41.72
4732,4732,AUT,Total,2022,2089525,Market_services,100
4733,4733,AUT,Agriculture,2022,66576,Market_services,3.19
4734,4734,AUT,Manufacturing,2022,202446,Market_services,9.69
4735,4735,AUT,Construction,2022,54347,Market_services,2.60
4736,4736,AUT,Mining_and_quarrying,2022,11348,Market_services,0.54
4737,4737,AUT,Market_services,2022,903649,Market_services,43.25
4738,4738,AUT,Non_market_services,2022,851160,Market_services,40.73
4781,4781,AUT,Total,2021,2017272,Market_services,100
4782,4782,AUT,Agriculture,2021,68513,Market_services,3.40
4783,4783,AUT,Manufacturing,2021,192808,Market_services,9.56
4784,4784,AUT,Construction,2021,43312,Market_services,2.15
4785,4785,AUT,Mining_and_quarrying,2021,11836,Market_services,0.59
4786,4786,AUT,Market_services,2021,860473,Market_services,42.66
4787,4787,AUT,Non_market_services,2021,840330,Market_services,41.66
4830,4830,AUT,Total,2020,2033044,Market_services,100
4831,4831,AUT,Agriculture,2020,68622,Market_services,3.38
4832,4832,AUT,Manufacturing,2020,175924,Market_services,8.65
4833,4833,AUT,Construction,2020,45537,Market_services,2.24
4834,4834,AUT,Mining_and_quarrying,2020,11899,Market_services,0.59
4835,4835,AUT,Market_services,2020,896825,Market_services,44.11
4836,4836,AUT,Non_market_services,2020,831284,Market_services,40.89
4837,4837,AUT,Non_classified,2020,2954,Market_services,0.15
4883,4883,AUT,Total,2019,2045725,Market_services,100
4884,4884,AUT,Agriculture,2019,65122,Market_services,3.18
4885,4885,AUT,Manufacturing,2019,182112,Market_services,8.90
4886,4886,AUT,Construction,2019,47439,Market_services,2.32
4887,4887,AUT,Mining_and_quarrying,2019,11964,Market_services,0.58
4888,4888,AUT,Market_services,2019,907681,Market_services,44.37
4889,4889,AUT,Non_market_services,2019,827486,Market_services,40.45
4890,4890,AUT,Non_classified,2019,3920,Market_services,0.19
4936,4936,AUT,Total,2018,2027112,Market_services,100
4937,4937,AUT,Agriculture,2018,66490,Market_services,3.28
4938,4938,AUT,Manufacturing,2018,184046,Market_services,9.08
4939,4939,AUT,Construction,2018,45352,Market_services,2.24
4940,4940,AUT,Mining_and_quarrying,2018,11644,Market_services,0.57
4941,4941,AUT,Market_services,2018,891392,Market_services,43.97
4942,4942,AUT,Non_market_services,2018,824547,Market_services,40.68
4943,4943,AUT,Non_classified,2018,3642,Market_services,0.18
4989,4989,AUT,Total,2017,2008303,Market_services,100
4990,4990,AUT,Agriculture,2017,56595,Market_services,2.82
4991,4991,AUT,Manufacturing,2017,28213,Market_services,1.40
4992,4992,AUT,Construction,2017,158371,Market_services,7.89
4993,4993,AUT,Mining_and_quarrying,2017,701892,Market_services,34.95
4994,4994,AUT,Market_services,2017,985378,Market_services,49.07
4995,4995,AUT,Non_classified,2017,77854,Market_services,3.88
5038,5038,AUT,Total,2016,1988285,Market_services,100
