"ref_area","source","indicator","sex","classif1","classif2","time","obs_value","obs_status","note_classif","note_indicator","note_source"
"ARG","BA:150","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_ISCED97_1","CUR_TYPE_USD","2022",266.551,,,"T30:61","R1:3513_S4:33"
"ARG","BA:150","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_ISCED97_2","CUR_TYPE_USD","2022",299.557,,,"T30:61","R1:3513_S4:33"
"ARG","BA:150","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_ISCED97_3","CUR_TYPE_USD","2022",470.317,,,"T30:61","R1:3513_S4:33"
"ARG","BA:150","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_ISCED97_5","CUR_TYPE_USD","2022",796.772,,,"T30:61","R1:3513_S4:33"
"ARG","BA:150","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_ISCED97_6","CUR_TYPE_USD","2022",1260.211,,,"T30:61","R1:3513_S4:33"
"ARG","BA:150","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_ISCED97_UNK","CUR_TYPE_USD","2022",405.764,"U",,"T30:61","R1:3513_S4:33"
"ARG","BA:150","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_AGGREGATE_TOTAL","CUR_TYPE_USD","2021",460.645,,,"T30:61","R1:3513_S4:33"
"ARG","BA:150","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_AGGREGATE_LTB","CUR_TYPE_USD","2021",172.554,,,"T30:61","R1:3513_S4:33"
"ARG","BA:150","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_AGGREGATE_BAS","CUR_TYPE_USD","2021",241.429,,,"T30:61","R1:3513_S4:33"
"ARG","BA:150","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_AGGREGATE_INT","CUR_TYPE_USD","2021",402.299,,,"T30:61","R1:3513_S4:33"
"ARG","BA:150","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_AGGREGATE_ADV","CUR_TYPE_USD","2021",674.963,,,"T30:61","R1:3513_S4:33"
"ARG","BA:150","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_AGGREGATE_X","CUR_TYPE_USD","2021",276.371,"U",,"T30:61","R1:3513_S4:33"
"ARG","BA:150","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_ISCED97_TOTAL","CUR_TYPE_USD","2021",460.645,,,"T30:61","R1:3513_S4:33"
"ARG","BA:150","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_ISCED97_X","CUR_TYPE_USD","2021",136.866,,,"T30:61","R1:3513_S4:33"
"ARG","BA:150","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_ISCED97_0","CUR_TYPE_USD","2021",177.355,,,"T30:61","R1:3513_S4:33"
"ARG","BA:150","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_ISCED97_1","CUR_TYPE_USD","2021",241.224,,,"T30:61","R1:3513_S4:33"
"ARG","BA:150","EAR_4MTH_SEX_EDU_CUR_NB","SEX_F","EDU_ISCED97_2","CUR_TYPE_USD","2021",241.593,,,"T30:61","R1:3513_S4:33"
