country,year,average_month_earning,level_education_standardised
PAN,2007,198.465,BASIC
PAN,2007,385.059,INTERMEDATE
PAN,2007,764.612,ADVANCED
PAN,2007,355.26,EDU_AGGREGATE_X
PAN,2006,395.194,EDU_AGGREGATE_TOTAL
PAN,2006,119.551,LESS_THAN_BASIC
PAN,2006,172.405,BASIC
PAN,2006,380.788,INTERMEDATE
PAN,2006,744.703,ADVANCED
PAN,2006,387.75,EDU_AGGREGATE_X
PAN,2003,366.453,EDU_AGGREGATE_TOTAL
PAN,2003,118.679,LESS_THAN_BASIC
PAN,2003,176.061,BASIC
PAN,2003,293.674,INTERMEDATE
PAN,2003,583.819,ADVANCED
PER,2023,421.7,EDU_AGGREGATE_TOTAL
PER,2023,212.038,LESS_THAN_BASIC
PER,2023,233.49,BASIC
PER,2023,325.873,INTERMEDATE
PER,2023,746.541,ADVANCED
PER,2023,234.603,EDU_AGGREGATE_X
PER,2022,371.714,EDU_AGGREGATE_TOTAL
PER,2022,192.919,LESS_THAN_BASIC
PER,2022,206.461,BASIC
PER,2022,300.381,INTERMEDATE
PER,2022,664.649,ADVANCED
PER,2022,199.531,EDU_AGGREGATE_X
PER,2021,383.858,EDU_AGGREGATE_TOTAL
PER,2021,191.768,LESS_THAN_BASIC
PER,2021,225.694,BASIC
PER,2021,269.303,INTERMEDATE
PER,2021,587.106,ADVANCED
PER,2020,394.669,EDU_AGGREGATE_TOTAL
PER,2020,184.818,LESS_THAN_BASIC
PER,2020,220.592,BASIC
PER,2020,278.507,INTERMEDATE
PER,2020,594.315,ADVANCED
PER,2019,420.887,EDU_AGGREGATE_TOTAL
PER,2019,205.909,LESS_THAN_BASIC
PER,2019,245.364,BASIC
PER,2019,304.44,INTERMEDATE
PER,2019,643.947,ADVANCED
PER,2018,401.849,EDU_AGGREGATE_TOTAL
PER,2018,215.284,LESS_THAN_BASIC
PER,2018,240.509,BASIC
PER,2018,313.585,INTERMEDATE
PER,2018,597.342,ADVANCED
PER,2018,301.772,EDU_AGGREGATE_X
PER,2017,391.809,EDU_AGGREGATE_TOTAL
PER,2017,183.26,LESS_THAN_BASIC
PER,2017,232.282,BASIC
PER,2017,312.508,INTERMEDATE
PER,2017,588.724,ADVANCED
PER,2016,374.14,EDU_AGGREGATE_TOTAL
PER,2016,176.311,LESS_THAN_BASIC
PER,2016,217.126,BASIC
PER,2016,288.016,INTERMEDATE
PER,2016,564.168,ADVANCED
PER,2015,368.868,EDU_AGGREGATE_TOTAL
PER,2015,184.778,LESS_THAN_BASIC
PER,2015,228.829,BASIC
PER,2015,292.564,INTERMEDATE
PER,2015,549.857,ADVANCED
PER,2014,400.794,EDU_AGGREGATE_TOTAL
PER,2014,192.639,LESS_THAN_BASIC
PER,2014,240.026,BASIC
PER,2014,326.248,INTERMEDATE
PER,2014,593.354,ADVANCED
PER,2013,394.975,EDU_AGGREGATE_TOTAL
PER,2013,189.062,LESS_THAN_BASIC
PER,2013,231.451,BASIC
PER,2013,327.835,INTERMEDATE
PER,2013,577.073,ADVANCED
PER,2012,385.135,EDU_AGGREGATE_TOTAL
PER,2012,181.502,LESS_THAN_BASIC
PER,2012,227.559,BASIC
PER,2012,302.452,INTERMEDATE
PER,2012,576.968,ADVANCED
PER,2011,336.648,EDU_AGGREGATE_TOTAL
PER,2011,168.353,LESS_THAN_BASIC
PER,2011,197.274,BASIC
PER,2011,275.372,INTERMEDATE
PER,2011,498.47,ADVANCED
PER,2010,303.132,EDU_AGGREGATE_TOTAL
PER,2010,142.705,LESS_THAN_BASIC
PER,2010,174.19,BASIC
PER,2010,254.019,INTERMEDATE
PER,2010,470.695,ADVANCED
PER,2009,282.819,EDU_AGGREGATE_TOTAL
PER,2009,125.789,LESS_THAN_BASIC
PER,2009,159.82,BASIC
PER,2009,219.77,INTERMEDATE
PER,2009,448.369,ADVANCED
PER,2008,258.58,EDU_AGGREGATE_TOTAL
PER,2008,118.787,LESS_THAN_BASIC
PER,2008,155.329,BASIC
PER,2008,212.262,INTERMEDATE
PER,2008,409.954,ADVANCED
PER,2007,244.744,EDU_AGGREGATE_TOTAL
PER,2007,101.968,LESS_THAN_BASIC
PER,2007,131.372,BASIC
PER,2007,191.909,INTERMEDATE
PER,2007,406.696,ADVANCED
PER,2006,211.787,EDU_AGGREGATE_TOTAL
PER,2006,90.694,LESS_THAN_BASIC
PER,2006,120.084,BASIC
PER,2006,168.048,INTERMEDATE
PER,2006,353.253,ADVANCED
PER,2005,194.333,EDU_AGGREGATE_TOTAL
PER,2005,77.915,LESS_THAN_BASIC
PER,2005,111.113,BASIC
PER,2005,159.135,INTERMEDATE
PER,2005,330.664,ADVANCED
PER,2004,180.48,EDU_AGGREGATE_TOTAL
PER,2004,82.871,LESS_THAN_BASIC
PER,2004,109.15,BASIC
PER,2004,153.331,INTERMEDATE
PER,2004,294.741,ADVANCED
PER,2003,204.299,EDU_AGGREGATE_TOTAL
PER,2003,86.865,LESS_THAN_BASIC
PER,2003,104.133,BASIC
PER,2003,160.378,INTERMEDATE
PER,2003,349.011,ADVANCED
PER,2002,207.241,EDU_AGGREGATE_TOTAL
PER,2002,93.897,LESS_THAN_BASIC
PER,2002,110.345,BASIC
PER,2002,150.976,INTERMEDATE
PER,2002,373.385,ADVANCED
PER,2001,176.415,EDU_AGGREGATE_TOTAL
PER,2001,96.728,LESS_THAN_BASIC
PER,2001,115.479,BASIC
PER,2001,176.666,INTERMEDATE
PER,2001,339.815,ADVANCED
PER,2000,180.805,EDU_AGGREGATE_TOTAL
PER,2000,78.568,LESS_THAN_BASIC
PER,2000,115.302,BASIC
PER,2000,169.978,INTERMEDATE
PER,2000,355.072,ADVANCED
PHL,2022,313.72,EDU_AGGREGATE_TOTAL
PHL,2022,147.389,LESS_THAN_BASIC
PHL,2022,186.025,BASIC
PHL,2022,244.678,INTERMEDATE
PHL,2022,450.117,ADVANCED
PHL,2021,330.801,EDU_AGGREGATE_TOTAL
PHL,2021,149.509,LESS_THAN_BASIC
PHL,2021,195.173,BASIC
PHL,2021,254.11,INTERMEDATE
PHL,2021,472.053,ADVANCED
PHL,2017,258.785,EDU_AGGREGATE_TOTAL
PHL,2017,168.339,LESS_THAN_BASIC
PHL,2017,122.731,BASIC
PHL,2017,184.383,INTERMEDATE
PHL,2017,381.349,ADVANCED
PHL,2003,128.883,EDU_AGGREGATE_TOTAL
PHL,2003,58.73,LESS_THAN_BASIC
PHL,2003,65.563,BASIC
PHL,2003,89.13,INTERMEDATE
PHL,2003,200.694,ADVANCED
POL,2022,1257.164,EDU_AGGREGATE_TOTAL
POL,2022,853.648,BASIC
POL,2022,1003.456,INTERMEDATE
POL,2022,1507.387,ADVANCED
POL,2022,1165.36,EDU_AGGREGATE_X
POL,2021,1267.906,EDU_AGGREGATE_TOTAL
POL,2021,793.861,BASIC
POL,2021,1014.31,INTERMEDATE
POL,2021,1526.219,ADVANCED
POL,2021,1223.773,EDU_AGGREGATE_X
POL,2020,1196.775,EDU_AGGREGATE_TOTAL
POL,2020,700.413,BASIC
POL,2020,958.718,INTERMEDATE
POL,2020,1457.893,ADVANCED
POL,2019,1070.636,EDU_AGGREGATE_TOTAL
POL,2019,634.534,BASIC
POL,2019,845.602,INTERMEDATE
POL,2019,1336.002,ADVANCED
POL,2018,1047.166,EDU_AGGREGATE_TOTAL
POL,2018,673.058,BASIC
POL,2018,838.119,INTERMEDATE
POL,2018,1300.844,ADVANCED
POL,2017,920.818,EDU_AGGREGATE_TOTAL
POL,2017,604.631,BASIC
POL,2017,723.013,INTERMEDATE
POL,2017,1149.083,ADVANCED
POL,2016,908.536,EDU_AGGREGATE_TOTAL
POL,2016,567.286,BASIC
POL,2016,727.923,INTERMEDATE
POL,2016,1143.399,ADVANCED
POL,2015,868.052,EDU_AGGREGATE_TOTAL
POL,2015,527.906,BASIC
POL,2015,687.634,INTERMEDATE
POL,2015,1112.634,ADVANCED
POL,2014,1060.393,EDU_AGGREGATE_TOTAL
POL,2014,635.544,BASIC
POL,2014,840.386,INTERMEDATE
POL,2014,1363.479,ADVANCED
POL,2013,1028.941,EDU_AGGREGATE_TOTAL
POL,2013,620.092,BASIC
POL,2013,801.852,INTERMEDATE
POL,2013,1356.956,ADVANCED
POL,2012,976.322,EDU_AGGREGATE_TOTAL
POL,2012,639.708,BASIC
POL,2012,768.921,INTERMEDATE
POL,2012,1293.571,ADVANCED
POL,2011,1045.948,EDU_AGGREGATE_TOTAL
POL,2011,579.087,BASIC
POL,2011,822.917,INTERMEDATE
POL,2011,1435.749,ADVANCED
POL,2010,887.052,EDU_AGGREGATE_TOTAL
POL,2010,501.017,BASIC
POL,2010,696.711,INTERMEDATE
POL,2010,1227.565,ADVANCED
POL,2009,1095.008,EDU_AGGREGATE_TOTAL
POL,2009,642.798,BASIC
POL,2009,871.042,INTERMEDATE
POL,2009,1544.892,ADVANCED
POL,2008,979.27,EDU_AGGREGATE_TOTAL
POL,2008,571.073,BASIC
POL,2008,788.054,INTERMEDATE
POL,2008,1372.558,ADVANCED
POL,2007,792.058,EDU_AGGREGATE_TOTAL
POL,2007,459.707,BASIC
POL,2007,631.764,INTERMEDATE
POL,2007,1136.513,ADVANCED
POL,2006,621.678,EDU_AGGREGATE_TOTAL
POL,2006,532.247,LESS_THAN_BASIC
POL,2006,357.511,BASIC
POL,2006,495.222,INTERMEDATE
POL,2006,893.974,ADVANCED
POL,2005,517.004,EDU_AGGREGATE_TOTAL
POL,2005,308.705,LESS_THAN_BASIC
POL,2005,306.651,BASIC
POL,2005,438.102,INTERMEDATE
POL,2005,703.189,ADVANCED
PRT,2023,1068.779,EDU_AGGREGATE_TOTAL
PRT,2023,586.275,LESS_THAN_BASIC
PRT,2023,790.986,BASIC
PRT,2023,910.908,INTERMEDATE
PRT,2023,1395.87,ADVANCED
PRT,2022,1018.467,EDU_AGGREGATE_TOTAL
PRT,2022,591.474,LESS_THAN_BASIC
PRT,2022,726.688,BASIC
PRT,2022,842.132,INTERMEDATE
PRT,2022,1322.615,ADVANCED
PRT,2021,1102.386,EDU_AGGREGATE_TOTAL
PRT,2021,602.344,LESS_THAN_BASIC
PRT,2021,772.981,BASIC
PRT,2021,906.239,INTERMEDATE
PRT,2021,1442.805,ADVANCED
PRT,2020,1001.197,EDU_AGGREGATE_TOTAL
PRT,2020,606.305,LESS_THAN_BASIC
PRT,2020,713.4,BASIC
PRT,2020,852.901,INTERMEDATE
PRT,2020,1357.489,ADVANCED
PRT,2019,924.196,EDU_AGGREGATE_TOTAL
PRT,2019,552.267,LESS_THAN_BASIC
PRT,2019,672.263,BASIC
PRT,2019,801.905,INTERMEDATE
PRT,2019,1283.286,ADVANCED
PRT,2018,956.684,EDU_AGGREGATE_TOTAL
PRT,2018,539.317,LESS_THAN_BASIC
PRT,2018,686.119,BASIC
PRT,2018,821.927,INTERMEDATE
PRT,2018,1349.899,ADVANCED
PRT,2017,885.799,EDU_AGGREGATE_TOTAL
PRT,2017,463.566,LESS_THAN_BASIC
PRT,2017,632.439,BASIC
PRT,2017,768.08,INTERMEDATE
PRT,2017,1271.368,ADVANCED
PRT,2016,848.436,EDU_AGGREGATE_TOTAL
PRT,2016,431.339,LESS_THAN_BASIC
PRT,2016,600.302,BASIC
PRT,2016,746.012,INTERMEDATE
PRT,2016,1229.628,ADVANCED
PRT,2015,840.706,EDU_AGGREGATE_TOTAL
PRT,2015,441.193,LESS_THAN_BASIC
PRT,2015,586.923,BASIC
PRT,2015,736.637,INTERMEDATE
PRT,2015,1242.251,ADVANCED
PRT,2014,985.988,EDU_AGGREGATE_TOTAL
PRT,2014,492.146,LESS_THAN_BASIC
PRT,2014,689.146,BASIC
PRT,2014,870.643,INTERMEDATE
PRT,2014,1483.304,ADVANCED
PRT,2013,970.972,EDU_AGGREGATE_TOTAL
PRT,2013,480.56,LESS_THAN_BASIC
PRT,2013,681.726,BASIC
PRT,2013,857.647,INTERMEDATE
PRT,2013,1534.727,ADVANCED
PRT,2012,952.021,EDU_AGGREGATE_TOTAL
PRT,2012,490.112,LESS_THAN_BASIC
PRT,2012,670.684,BASIC
PRT,2012,855.503,INTERMEDATE
PRT,2012,1535.87,ADVANCED
PRT,2011,1016.195,EDU_AGGREGATE_TOTAL
PRT,2011,567.365,LESS_THAN_BASIC
PRT,2011,733.476,BASIC
PRT,2011,946.659,INTERMEDATE
PRT,2011,1671.082,ADVANCED
PRT,2010,952.434,EDU_AGGREGATE_TOTAL
PRT,2010,519.813,LESS_THAN_BASIC
PRT,2010,700.462,BASIC
PRT,2010,906.094,INTERMEDATE
PRT,2010,1632.656,ADVANCED
PRT,2010,2632.017,EDU_AGGREGATE_X
PRT,2009,973.643,EDU_AGGREGATE_TOTAL
PRT,2009,526.007,LESS_THAN_BASIC
PRT,2009,717.197,BASIC
PRT,2009,937.845,INTERMEDATE
PRT,2009,1729.455,ADVANCED
PRT,2009,2917.504,EDU_AGGREGATE_X
PRT,2008,995.507,EDU_AGGREGATE_TOTAL
PRT,2008,544.593,LESS_THAN_BASIC
PRT,2008,741.141,BASIC
PRT,2008,970.515,INTERMEDATE
PRT,2008,1773.744,ADVANCED
PRT,2008,3069.11,EDU_AGGREGATE_X
PRT,2007,896.509,EDU_AGGREGATE_TOTAL
PRT,2007,537.32,LESS_THAN_BASIC
PRT,2007,659.313,BASIC
PRT,2007,906.703,INTERMEDATE
PRT,2007,1661.671,ADVANCED
PRT,2007,2679.629,EDU_AGGREGATE_X
PRT,2006,809.932,EDU_AGGREGATE_TOTAL
PRT,2006,470.441,LESS_THAN_BASIC
PRT,2006,592.597,BASIC
PRT,2006,838.79,INTERMEDATE
PRT,2006,1520.828,ADVANCED
PRT,2006,2365.708,EDU_AGGREGATE_X
PRT,2005,780.205,EDU_AGGREGATE_TOTAL
PRT,2005,452.836,LESS_THAN_BASIC
PRT,2005,571.699,BASIC
PRT,2005,803.121,INTERMEDATE
PRT,2005,1475.845,ADVANCED
PRT,2005,2188.008,EDU_AGGREGATE_X
PRT,2004,761.614,EDU_AGGREGATE_TOTAL
PRT,2004,420.713,LESS_THAN_BASIC
PRT,2004,561.45,BASIC
PRT,2004,783.003,INTERMEDATE
PRT,2004,1484.653,ADVANCED
PRT,2004,1887.979,EDU_AGGREGATE_X
PRT,2003,657.4,EDU_AGGREGATE_TOTAL
PRT,2003,364.78,LESS_THAN_BASIC
PRT,2003,491.371,BASIC
PRT,2003,688.769,INTERMEDATE
PRT,2003,1298.672,ADVANCED
PRY,2017,331.737,EDU_AGGREGATE_TOTAL
PRY,2017,159.457,LESS_THAN_BASIC
PRY,2017,189.204,BASIC
PRY,2017,298.177,INTERMEDATE
PRY,2017,552.706,ADVANCED
PRY,2017,106.383,EDU_AGGREGATE_X
PRY,2016,325.777,EDU_AGGREGATE_TOTAL
PRY,2016,141.4,LESS_THAN_BASIC
PRY,2016,183.093,BASIC
PRY,2016,290.878,INTERMEDATE
PRY,2016,550.928,ADVANCED
PRY,2016,176.138,EDU_AGGREGATE_X
PRY,2015,357.644,EDU_AGGREGATE_TOTAL
PRY,2015,154.935,LESS_THAN_BASIC
PRY,2015,207.281,BASIC
PRY,2015,323.196,INTERMEDATE
PRY,2015,586.086,ADVANCED
PRY,2015,121.801,EDU_AGGREGATE_X
PRY,2014,383.311,EDU_AGGREGATE_TOTAL
PRY,2014,211.475,LESS_THAN_BASIC
PRY,2014,234.716,BASIC
PRY,2014,353.019,INTERMEDATE
PRY,2014,626.026,ADVANCED
PRY,2014,151.793,EDU_AGGREGATE_X
PRY,2013,384.698,EDU_AGGREGATE_TOTAL
PRY,2013,183.155,LESS_THAN_BASIC
PRY,2013,208.472,BASIC
PRY,2013,340.796,INTERMEDATE
PRY,2013,681.486,ADVANCED
PRY,2013,193.792,EDU_AGGREGATE_X
PRY,2012,329.881,EDU_AGGREGATE_TOTAL
PRY,2012,158.046,LESS_THAN_BASIC
PRY,2012,210.806,BASIC
PRY,2012,315.654,INTERMEDATE
PRY,2012,579.64,ADVANCED
PRY,2012,154.232,EDU_AGGREGATE_X
PRY,2011,335.047,EDU_AGGREGATE_TOTAL
PRY,2011,154.859,LESS_THAN_BASIC
PRY,2011,201.118,BASIC
PRY,2011,340.078,INTERMEDATE
PRY,2011,539.617,ADVANCED
PRY,2011,120.051,EDU_AGGREGATE_X
PRY,2010,245.319,EDU_AGGREGATE_TOTAL
PRY,2010,123.611,LESS_THAN_BASIC
PRY,2010,154.485,BASIC
PRY,2010,268.164,INTERMEDATE
PRY,2010,437.158,ADVANCED
PRY,2010,124.208,EDU_AGGREGATE_X
PRY,2009,215.276,EDU_AGGREGATE_TOTAL
PRY,2009,114.322,LESS_THAN_BASIC
PRY,2009,121.7,BASIC
PRY,2009,233.177,INTERMEDATE
PRY,2009,409.628,ADVANCED
PRY,2009,79.945,EDU_AGGREGATE_X
PRY,2008,231.64,EDU_AGGREGATE_TOTAL
PRY,2008,98.762,LESS_THAN_BASIC
PRY,2008,136.572,BASIC
PRY,2008,242.764,INTERMEDATE
PRY,2008,424.995,ADVANCED
PRY,2008,93.184,EDU_AGGREGATE_X
PRY,2007,172.064,EDU_AGGREGATE_TOTAL
PRY,2007,80.245,LESS_THAN_BASIC
PRY,2007,106.526,BASIC
PRY,2007,201.59,INTERMEDATE
PRY,2007,293.12,ADVANCED
PRY,2006,155.092,EDU_AGGREGATE_TOTAL
PRY,2006,73.85,LESS_THAN_BASIC
PRY,2006,89.605,BASIC
PRY,2006,162.352,INTERMEDATE
PRY,2006,296.421,ADVANCED
PRY,2005,123.937,EDU_AGGREGATE_TOTAL
PRY,2005,54.363,LESS_THAN_BASIC
PRY,2005,71.747,BASIC
PRY,2005,141.739,INTERMEDATE
PRY,2005,236.839,ADVANCED
PRY,2004,113.751,EDU_AGGREGATE_TOTAL
PRY,2004,53.108,LESS_THAN_BASIC
PRY,2004,72.397,BASIC
PRY,2004,136.6,INTERMEDATE
PRY,2004,228.448,ADVANCED
PRY,2003,106.348,EDU_AGGREGATE_TOTAL
PRY,2003,46.535,LESS_THAN_BASIC
PRY,2003,63.253,BASIC
PRY,2003,122.53,INTERMEDATE
PRY,2003,220.858,ADVANCED
PRY,2002,104.951,EDU_AGGREGATE_TOTAL
PRY,2002,53.659,LESS_THAN_BASIC
PRY,2002,68.843,BASIC
PRY,2002,134.957,INTERMEDATE
PRY,2002,206.23,ADVANCED
PRY,2001,184.589,EDU_AGGREGATE_TOTAL
PRY,2001,88.923,LESS_THAN_BASIC
PRY,2001,141.06,BASIC
PRY,2001,218.127,INTERMEDATE
PRY,2001,423.215,ADVANCED
ROU,2022,993.134,EDU_AGGREGATE_TOTAL
ROU,2022,666.347,BASIC
ROU,2022,825.016,INTERMEDATE
ROU,2022,1355.383,ADVANCED
ROU,2021,1076.619,EDU_AGGREGATE_TOTAL
ROU,2021,709.038,BASIC
ROU,2021,898.45,INTERMEDATE
ROU,2021,1442.504,ADVANCED
ROU,2020,911.973,EDU_AGGREGATE_TOTAL
ROU,2020,580.483,BASIC
ROU,2020,756.586,INTERMEDATE
ROU,2020,1248.168,ADVANCED
ROU,2019,863.374,EDU_AGGREGATE_TOTAL
ROU,2019,590.486,BASIC
ROU,2019,707.486,INTERMEDATE
ROU,2019,1200.478,ADVANCED
ROU,2018,633.153,EDU_AGGREGATE_TOTAL
ROU,2018,431.784,BASIC
ROU,2018,531.905,INTERMEDATE
ROU,2018,870.334,ADVANCED
ROU,2017,475.632,EDU_AGGREGATE_TOTAL
ROU,2017,329.269,BASIC
ROU,2017,395.054,INTERMEDATE
ROU,2017,641.885,ADVANCED
ROU,2016,413.816,EDU_AGGREGATE_TOTAL
ROU,2016,315.34,BASIC
ROU,2016,345.257,INTERMEDATE
ROU,2016,586.735,ADVANCED
ROU,2015,371.798,EDU_AGGREGATE_TOTAL
ROU,2015,294.359,BASIC
ROU,2015,314.705,INTERMEDATE
ROU,2015,515.644,ADVANCED
ROU,2014,428.029,EDU_AGGREGATE_TOTAL
ROU,2014,274.176,BASIC
ROU,2014,360.047,INTERMEDATE
ROU,2014,591.962,ADVANCED
ROU,2013,401.095,EDU_AGGREGATE_TOTAL
ROU,2013,254.24,BASIC
ROU,2013,339.495,INTERMEDATE
ROU,2013,567.363,ADVANCED
ROU,2012,384.987,EDU_AGGREGATE_TOTAL
ROU,2012,234.313,BASIC
ROU,2012,332.122,INTERMEDATE
ROU,2012,537.583,ADVANCED
ROU,2012,272.939,EDU_AGGREGATE_X
ROU,2011,416.909,EDU_AGGREGATE_TOTAL
ROU,2011,256.204,BASIC
ROU,2011,354.639,INTERMEDATE
ROU,2011,585.236,ADVANCED
ROU,2011,300.433,EDU_AGGREGATE_X
ROU,2010,392.045,EDU_AGGREGATE_TOTAL
ROU,2010,253.066,BASIC
ROU,2010,330.452,INTERMEDATE
ROU,2010,593.0,ADVANCED
ROU,2009,447.466,EDU_AGGREGATE_TOTAL
ROU,2009,287.291,BASIC
ROU,2009,380.91,INTERMEDATE
ROU,2009,704.322,ADVANCED
ROU,2008,445.404,EDU_AGGREGATE_TOTAL
ROU,2008,279.654,BASIC
ROU,2008,384.044,INTERMEDATE
ROU,2008,712.446,ADVANCED
ROU,2007,355.213,EDU_AGGREGATE_TOTAL
ROU,2007,215.194,BASIC
ROU,2007,298.513,INTERMEDATE
ROU,2007,589.114,ADVANCED
RWA,2023,35.648,EDU_AGGREGATE_TOTAL
RWA,2023,19.114,LESS_THAN_BASIC
RWA,2023,21.017,BASIC
RWA,2023,70.015,INTERMEDATE
RWA,2023,231.399,ADVANCED
RWA,2022,30.83,EDU_AGGREGATE_TOTAL
RWA,2022,17.4,LESS_THAN_BASIC
RWA,2022,19.638,BASIC
RWA,2022,59.896,INTERMEDATE
RWA,2022,182.786,ADVANCED
RWA,2021,31.976,EDU_AGGREGATE_TOTAL
RWA,2021,17.365,LESS_THAN_BASIC
RWA,2021,19.149,BASIC
RWA,2021,56.157,INTERMEDATE
RWA,2021,196.953,ADVANCED
RWA,2017,41.008,EDU_AGGREGATE_TOTAL
RWA,2017,18.511,LESS_THAN_BASIC
RWA,2017,20.797,BASIC
RWA,2017,64.195,INTERMEDATE
RWA,2017,267.627,ADVANCED
RWA,2014,69.584,EDU_AGGREGATE_TOTAL
RWA,2014,37.046,LESS_THAN_BASIC
RWA,2014,55.098,BASIC
RWA,2014,185.059,INTERMEDATE
RWA,2014,460.928,ADVANCED
SDN,2022,125.276,EDU_AGGREGATE_TOTAL
SDN,2022,102.66,LESS_THAN_BASIC
SDN,2022,82.235,BASIC
SDN,2022,170.939,INTERMEDATE
SDN,2022,131.86,ADVANCED
SDN,2022,137.212,EDU_AGGREGATE_X
SDN,2011,151.154,EDU_AGGREGATE_TOTAL
SDN,2011,88.922,LESS_THAN_BASIC
SDN,2011,102.592,BASIC
SDN,2011,163.707,INTERMEDATE
SDN,2011,198.657,ADVANCED
SEN,2022,143.511,EDU_AGGREGATE_TOTAL
SEN,2022,90.46,LESS_THAN_BASIC
SEN,2022,97.781,BASIC
SEN,2022,162.643,INTERMEDATE
SEN,2022,397.842,ADVANCED
SEN,2019,99.856,EDU_AGGREGATE_TOTAL
SEN,2019,83.605,LESS_THAN_BASIC
SEN,2019,83.072,BASIC
SEN,2019,188.952,INTERMEDATE
SEN,2019,254.881,ADVANCED
SEN,2011,192.973,EDU_AGGREGATE_TOTAL
SEN,2011,114.531,BASIC
SEN,2011,219.407,INTERMEDATE
SEN,2011,697.946,ADVANCED
SEN,2011,90.537,EDU_AGGREGATE_X
SLB,2005,1584.268,EDU_AGGREGATE_TOTAL
SLB,2005,844.016,LESS_THAN_BASIC
SLB,2005,1380.887,BASIC
SLB,2005,1836.293,INTERMEDATE
SLB,2005,1502.675,EDU_AGGREGATE_X
SLV,2019,335.948,EDU_AGGREGATE_TOTAL
SLV,2019,185.083,LESS_THAN_BASIC
SLV,2019,225.045,BASIC
SLV,2019,362.092,INTERMEDATE
SLV,2019,648.256,ADVANCED
SLV,2018,324.751,EDU_AGGREGATE_TOTAL
SLV,2018,184.995,LESS_THAN_BASIC
SLV,2018,225.39,BASIC
SLV,2018,341.985,INTERMEDATE
SLV,2018,608.935,ADVANCED
SLV,2017,307.992,EDU_AGGREGATE_TOTAL
SLV,2017,173.445,LESS_THAN_BASIC
SLV,2017,211.215,BASIC
SLV,2017,337.272,INTERMEDATE
SLV,2017,641.907,ADVANCED
SLV,2016,286.093,EDU_AGGREGATE_TOTAL
SLV,2016,160.119,LESS_THAN_BASIC
SLV,2016,197.693,BASIC
SLV,2016,323.686,INTERMEDATE
SLV,2016,571.547,ADVANCED
SLV,2015,299.418,EDU_AGGREGATE_TOTAL
SLV,2015,162.833,LESS_THAN_BASIC
SLV,2015,197.576,BASIC
SLV,2015,317.17,INTERMEDATE
SLV,2015,640.64,ADVANCED
SLV,2014,297.249,EDU_AGGREGATE_TOTAL
SLV,2014,158.388,LESS_THAN_BASIC
SLV,2014,193.936,BASIC
SLV,2014,315.368,INTERMEDATE
SLV,2014,651.808,ADVANCED
SLV,2013,292.555,EDU_AGGREGATE_TOTAL
SLV,2013,153.048,LESS_THAN_BASIC
SLV,2013,190.687,BASIC
SLV,2013,324.49,INTERMEDATE
SLV,2013,623.942,ADVANCED
SLV,2012,273.03,EDU_AGGREGATE_TOTAL
SLV,2012,146.349,LESS_THAN_BASIC
SLV,2012,179.559,BASIC
SLV,2012,311.594,INTERMEDATE
SLV,2012,581.815,ADVANCED
SLV,2011,269.89,EDU_AGGREGATE_TOTAL
SLV,2011,137.765,LESS_THAN_BASIC
SLV,2011,174.056,BASIC
SLV,2011,305.938,INTERMEDATE
SLV,2011,646.6,ADVANCED
SLV,2010,267.17,EDU_AGGREGATE_TOTAL
SLV,2010,135.314,LESS_THAN_BASIC
SLV,2010,172.491,BASIC
SLV,2010,311.718,INTERMEDATE
SLV,2010,623.313,ADVANCED
SRB,2021,797.974,EDU_AGGREGATE_TOTAL
SRB,2021,551.002,BASIC
SRB,2021,653.274,INTERMEDATE
SRB,2021,1036.622,ADVANCED
SRB,2020,713.294,EDU_AGGREGATE_TOTAL
SRB,2020,531.027,BASIC
SRB,2020,616.759,INTERMEDATE
SRB,2020,890.351,ADVANCED
SRB,2019,878.874,EDU_AGGREGATE_TOTAL
SRB,2019,530.392,LESS_THAN_BASIC
SRB,2019,644.662,BASIC
SRB,2019,748.932,INTERMEDATE
SRB,2019,1116.582,ADVANCED
SRB,2018,824.477,EDU_AGGREGATE_TOTAL
SRB,2018,537.158,BASIC
SRB,2018,699.879,INTERMEDATE
SRB,2018,1071.787,ADVANCED
SRB,2017,801.77,EDU_AGGREGATE_TOTAL
SRB,2017,619.168,BASIC
SRB,2017,645.154,INTERMEDATE
SRB,2017,1057.868,ADVANCED
SRB,2016,755.461,EDU_AGGREGATE_TOTAL
SRB,2016,499.307,BASIC
SRB,2016,601.179,INTERMEDATE
SRB,2016,1000.564,ADVANCED
SRB,2015,763.073,EDU_AGGREGATE_TOTAL
SRB,2015,520.622,BASIC
SRB,2015,604.301,INTERMEDATE
SRB,2015,1001.481,ADVANCED
SRB,2014,953.95,EDU_AGGREGATE_TOTAL
SRB,2014,546.479,BASIC
SRB,2014,749.816,INTERMEDATE
SRB,2014,1305.703,ADVANCED
SRB,2013,679.934,EDU_AGGREGATE_TOTAL
SRB,2013,415.545,BASIC
SRB,2013,542.93,INTERMEDATE
SRB,2013,926.058,ADVANCED
SUR,2016,350.384,EDU_AGGREGATE_TOTAL
SUR,2016,160.253,LESS_THAN_BASIC
SUR,2016,238.192,BASIC
SUR,2016,446.608,INTERMEDATE
SUR,2016,598.302,ADVANCED
SUR,2016,317.829,EDU_AGGREGATE_X
SVK,2022,1216.745,EDU_AGGREGATE_TOTAL
SVK,2022,822.806,BASIC
SVK,2022,1108.947,INTERMEDATE
